shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
1,2.05947136,45.38644484,1,0.0
1,2.05944678,45.38643153,2,3.09
1,2.05914427,45.3857665,3,84.29
1,2.05889454,45.38509427,4,164.01
1,2.05843142,45.38379389,5,317.47
1,2.05768539,45.38151739,6,583.82
1,2.05651365,45.37777644,7,1019.7
1,2.05379176,45.3704966,8,1883.69
1,2.05268549,45.36767226,9,2220.86
1,2.04981265,45.35987101,10,3145.05
1,2.0523564,45.35894461,11,3444.62
1,2.05261613,45.35882769,12,3476.14
1,2.05289298,45.35845385,13,3527.79
1,2.05377786,45.35715286,14,3702.49
1,2.05395647,45.35690115,15,3736.76
1,2.05406215,45.35660923,16,3771.27
1,2.05406513,45.35624433,17,3811.87
1,2.05322639,45.3507343,18,4431.82
1,2.05146648,45.33967217,19,5677.76
1,2.05084637,45.33557596,20,6138.59
1,2.05041298,45.33300243,21,6428.87
1,2.05009619,45.33200066,22,6545.7
1,2.04880869,45.32848717,23,6961.69
1,2.04778092,45.32564018,24,7298.18
1,2.04553634,45.31935195,25,8040.47
1,2.04295736,45.31224314,26,8881.16
1,2.04281768,45.31191166,27,8921.14
1,2.04263014,45.31148718,28,8972.72
1,2.04174451,45.30984661,29,9179.84
1,2.04104271,45.30856126,30,9342.54
1,2.04088121,45.308387,31,9368.89
1,2.04040565,45.30810401,32,9430.18
1,2.03957211,45.30763262,33,9536.23
1,2.03848405,45.3070376,34,9673.55
1,2.03828907,45.3069125,35,9699.21
1,2.0381432,45.30668164,36,9729.54
1,2.03813129,45.30647983,37,9752.03
1,2.0384394,45.30586173,38,9828.77
1,2.03971352,45.30364401,39,10112.88
1,2.03479417,45.3009482,40,10734.04
1,2.03468469,45.30087393,41,10748.69
1,2.03262223,45.30460375,42,11222.18
1,2.0303929,45.30330625,43,11507.84
1,2.02639479,45.30104561,44,12016.46
1,2.02251163,45.2988279,45,12511.68
1,2.01784447,45.29611789,46,13109.37
1,2.01924973,45.29362173,47,13427.59
1,2.02096664,45.29056749,48,13816.81
1,2.02215911,45.28845177,49,14086.61
1,2.02540848,45.28263758,50,14826.53
1,2.02590739,45.28174881,51,14939.75
1,2.02760488,45.27868298,52,15329.07
1,2.02808615,45.27780112,53,15440.68
1,2.02932076,45.27560412,54,15720.64
1,2.03001891,45.27441398,55,15873.9
1,2.03005033,45.27427058,56,15890.23
1,2.03131866,45.27208278,57,16171.14
1,2.03198462,45.2708543,58,16326.38
1,2.03223139,45.27046628,59,16377.45
1,2.03250192,45.26993102,60,16444.09
1,2.03297706,45.26907523,61,16552.83
1,2.03391738,45.26738128,62,16768.06
1,2.03392045,45.26730766,63,16776.26
1,2.03464082,45.26610295,64,16932.17
1,2.0351198,45.26524716,65,17041.12
1,2.0356072,45.26445424,66,17144.49
1,2.0357313,45.26473087,67,17178.18
1,2.03546021,45.26469412,68,17208.44
1,2.0351198,45.26524716,69,17280.56
1,2.03464082,45.26610295,70,17389.51
1,2.03392045,45.26730766,71,17545.42
1,2.03391738,45.26738128,72,17553.61
1,2.03297706,45.26907523,73,17768.85
1,2.03250192,45.26993102,74,17877.59
1,2.03223139,45.27046628,75,17944.23
1,2.03198462,45.2708543,76,17995.3
1,2.03131866,45.27208278,77,18150.54
1,2.03005033,45.27427058,78,18431.45
1,2.03001891,45.27441398,79,18447.78
1,2.02932076,45.27560412,80,18601.04
1,2.02808615,45.27780112,81,18881.0
1,2.02760488,45.27868298,82,18992.61
1,2.02590739,45.28174881,83,19381.92
1,2.02540848,45.28263758,84,19495.15
1,2.01924973,45.29362173,85,20894.09
1,2.01784447,45.29611789,86,21212.31
1,2.02251163,45.2988279,87,21809.99
1,2.02639479,45.30104561,88,22305.21
1,2.0303929,45.30330625,89,22813.83
1,2.03262223,45.30460375,90,23099.5
1,2.03468469,45.30087393,91,23572.98
1,2.03479417,45.3009482,92,23587.64
1,2.03971352,45.30364401,93,24208.8
1,2.0384394,45.30586173,94,24492.91
1,2.03813129,45.30647983,95,24569.65
1,2.0381432,45.30668164,96,24592.14
1,2.03828907,45.3069125,97,24622.47
1,2.03848405,45.3070376,98,24648.13
1,2.03957211,45.30763262,99,24785.45
1,2.04040565,45.30810401,100,24891.49
1,2.04088121,45.308387,101,24952.78
1,2.04104271,45.30856126,102,24979.14
1,2.04263014,45.31148718,103,25348.96
1,2.04281768,45.31191166,104,25400.53
1,2.04295736,45.31224314,105,25440.52
1,2.04553634,45.31935195,106,26281.21
1,2.04778092,45.32564018,107,27023.49
1,2.04880869,45.32848717,108,27359.99
1,2.05009619,45.33200066,109,27775.98
1,2.05041298,45.33300243,110,27892.8
1,2.05084637,45.33557596,111,28183.08
1,2.05146648,45.33967217,112,28643.91
1,2.05322639,45.3507343,113,29889.85
1,2.05406513,45.35624433,114,30509.81
1,2.05406215,45.35660923,115,30550.4
1,2.05395647,45.35690115,116,30584.92
1,2.05377786,45.35715286,117,30619.19
1,2.05289298,45.35845385,118,30793.89
1,2.05261613,45.35882769,119,30845.53
1,2.0523564,45.35894461,120,30877.06
1,2.04981265,45.35987101,121,31176.62
1,2.05268549,45.36767226,122,32100.81
1,2.05379176,45.3704966,123,32437.99
1,2.05651365,45.37777644,124,33301.97
1,2.05768539,45.38151739,125,33737.85
1,2.05843142,45.38379389,126,34004.2
1,2.05889454,45.38509427,127,34157.67
1,2.05914427,45.3857665,128,34237.39
1,2.05944678,45.38643153,129,34318.58
1,2.05944777,45.38645415,130,34321.1
2,2.03632056,45.33811265,1,0.0
2,2.03632372,45.33805877,2,6.0
2,2.03591722,45.33596837,3,242.86
2,2.03463978,45.33608295,4,384.69
2,2.03411739,45.33618482,5,443.56
2,2.033741,45.33410466,6,678.69
2,2.03378119,45.33381783,7,710.9
2,2.0337986,45.33317985,8,781.91
2,2.03373699,45.33231937,9,877.88
2,2.03354142,45.33119351,10,1004.98
2,2.03326282,45.33055419,11,1082.49
2,2.03432099,45.33021643,12,1205.38
2,2.03671729,45.32942163,13,1484.72
2,2.036728,45.32899943,14,1531.7
2,2.03665835,45.32853836,15,1583.57
2,2.03637707,45.32771408,16,1680.41
2,2.03508449,45.3242534,17,2091.08
2,2.03485008,45.32359531,18,2168.74
2,2.03368475,45.32096429,19,2488.55
2,2.03303109,45.31929427,20,2687.91
2,2.03261318,45.31793251,21,2846.29
2,2.0323426,45.31702513,22,2951.58
2,2.03222741,45.31634157,23,3028.69
2,2.03201042,45.31421986,24,3265.94
2,2.03172243,45.31136099,25,3585.58
2,2.03169316,45.31122933,26,3600.58
2,2.03162863,45.31103383,27,3623.47
2,2.03155872,45.31088855,28,3641.39
2,2.03148703,45.31082398,29,3652.09
2,2.03144042,45.31074686,30,3662.09
2,2.03143684,45.3106231,31,3675.87
2,2.03148703,45.31055136,32,3685.59
2,2.03158202,45.31047962,33,3698.78
2,2.03167022,45.3097356,34,3782.13
2,2.03181175,45.30693409,35,4094.19
2,2.03186171,45.30643244,36,4150.27
2,2.03197025,45.30592476,37,4208.01
2,2.03210635,45.30553947,38,4253.44
2,2.03389375,45.30230634,39,4663.85
2,2.03469398,45.30087207,40,4846.3
2,2.03793541,45.29504192,41,5587.35
2,2.03962546,45.29200444,42,5973.5
2,2.04187284,45.28798264,43,6485.3
2,2.04331653,45.28540199,44,6813.8
2,2.04378513,45.28456763,45,6920.1
2,2.04417017,45.28394273,46,7001.62
2,2.04440963,45.28343763,47,7063.74
2,2.04475247,45.2829153,48,7133.12
2,2.0448151,45.28278907,49,7148.78
2,2.04488236,45.28268458,50,7162.58
2,2.04493899,45.28260665,51,7173.28
2,2.04502572,45.28259603,52,7182.94
2,2.04510536,45.28266864,53,7194.89
2,2.04511339,45.28277911,54,7207.21
2,2.04504103,45.28283772,55,7217.53
2,2.04494025,45.28283083,56,7228.7
2,2.04475247,45.2829153,57,7251.49
2,2.04440963,45.28343763,58,7320.87
2,2.04417017,45.28394273,59,7382.99
2,2.04378513,45.28456763,60,7464.51
2,2.04331653,45.28540199,61,7570.82
2,2.04187284,45.28798264,62,7899.31
2,2.03962546,45.29200444,63,8411.11
2,2.03793541,45.29504192,64,8797.26
2,2.03469398,45.30087207,65,9538.31
2,2.03389375,45.30230634,66,9720.77
2,2.03262319,45.30458358,67,10010.46
2,2.03210635,45.30553947,68,10131.19
2,2.03197025,45.30592476,69,10176.61
2,2.03186171,45.30643244,70,10234.35
2,2.03181175,45.30693409,71,10290.44
2,2.03167022,45.3097356,72,10602.5
2,2.03169874,45.31048071,73,10685.45
2,2.03179347,45.31054901,74,10698.39
2,2.03183931,45.31067132,75,10712.91
2,2.03181283,45.31078957,76,10726.39
2,2.03174662,45.31087213,77,10738.13
2,2.03175069,45.31101687,78,10754.24
2,2.03172243,45.31136099,79,10792.65
2,2.03201042,45.31421986,80,11112.29
2,2.03222741,45.31634157,81,11349.55
2,2.0323426,45.31702513,82,11426.65
2,2.03261318,45.31793251,83,11531.94
2,2.03303109,45.31929427,84,11690.33
2,2.03368475,45.32096429,85,11889.68
2,2.03485008,45.32359531,86,12209.49
2,2.03508449,45.3242534,87,12287.16
2,2.03637707,45.32771408,88,12697.83
2,2.03665835,45.32853836,89,12794.66
2,2.036728,45.32899943,90,12846.53
2,2.03671729,45.32942163,91,12893.52
2,2.03432099,45.33021643,92,13172.85
2,2.03326282,45.33055419,93,13295.75
2,2.03354142,45.33119351,94,13373.26
2,2.03373699,45.33231937,95,13500.36
2,2.0337986,45.33317985,96,13596.33
2,2.03378119,45.33381783,97,13667.33
2,2.033741,45.33410466,98,13699.55
2,2.03411739,45.33618482,99,13934.68
2,2.03463978,45.33608295,100,13993.54
2,2.03591722,45.33596837,101,14135.37
2,2.03632372,45.33805877,102,14372.23
2,2.03635141,45.33810689,103,14378.4
3,2.03632451,45.33810059,1,0.0
3,2.03633925,45.33812395,2,3.07
3,2.03688241,45.34091702,3,319.55
3,2.03789025,45.34076238,4,432.31
3,2.03803907,45.34103926,5,467.23
3,2.03805356,45.34124372,6,490.04
3,2.03807096,45.34132582,7,499.37
3,2.03812007,45.34138553,8,507.95
3,2.03829908,45.34205103,9,584.59
3,2.03829162,45.34213188,10,593.62
3,2.03828043,45.3422003,11,601.33
3,2.03831648,45.34225255,12,608.38
3,2.03833886,45.34230728,13,614.95
3,2.03845197,45.34254375,14,644.08
3,2.04028882,45.34862307,15,1350.24
3,2.03900511,45.34900592,16,1498.44
3,2.03896031,45.34894718,17,1506.64
3,2.0388952,45.34891175,18,1514.85
3,2.03881753,45.3489049,19,1523.47
3,2.03873987,45.34895404,20,1533.65
3,2.03870903,45.3490249,21,1542.24
3,2.03872273,45.34911062,22,1551.89
3,2.03877071,45.34918377,23,1561.61
3,2.0388438,45.34920891,24,1570.16
3,2.03890145,45.34921186,25,1576.54
3,2.03939444,45.3514259,26,1828.81
3,2.03977666,45.35187059,27,1893.88
3,2.0398252,45.35242,28,1955.24
3,2.04354708,45.35603976,29,2531.03
3,2.04469134,45.35496499,30,2705.12
3,2.04478969,45.35491302,31,2717.43
3,2.04505899,45.35488997,32,2747.32
3,2.04540823,45.35488253,33,2785.95
3,2.04567946,45.35483544,34,2816.39
3,2.04591724,45.35475365,35,2844.22
3,2.04607329,45.35464459,36,2865.31
3,2.04634292,45.35447377,37,2900.67
3,2.04828302,45.35287107,38,3179.61
3,2.04961289,45.3517724,39,3370.83
3,2.04989131,45.35159784,40,3407.23
3,2.05014443,45.35147326,41,3438.46
3,2.05050084,45.35138838,42,3478.99
3,2.0508292,45.35135689,43,3515.46
3,2.05105575,45.35136747,44,3540.54
3,2.05159721,45.35146919,45,3601.48
3,2.05189989,45.35158241,46,3637.24
3,2.05222991,45.35181829,47,3682.18
3,2.05303369,45.35228825,48,3785.3
3,2.05341677,45.35251018,49,3834.33
3,2.05380691,45.35269761,50,3882.24
3,2.0548412,45.35309434,51,4004.83
3,2.05576191,45.3533665,52,4111.05
3,2.0578143,45.35371235,53,4341.23
3,2.06236495,45.35436133,54,4849.57
3,2.06333781,45.35428875,55,4957.45
3,2.06455814,45.35395999,56,5097.26
3,2.06518111,45.35395999,57,5166.14
3,2.06556513,45.35407527,58,5210.5
3,2.06627412,45.35441092,59,5297.34
3,2.07015429,45.35626341,60,5773.32
3,2.07788499,45.35991185,61,6719.61
3,2.08306278,45.36237017,62,7354.11
3,2.08576801,45.36364974,63,7685.39
3,2.08606423,45.36377982,64,7721.19
3,2.08640324,45.36403458,65,7768.19
3,2.0864726,45.36410115,66,7778.85
3,2.08657451,45.36414647,67,7791.19
3,2.08676984,45.36417905,68,7813.1
3,2.08722702,45.36432516,69,7866.2
3,2.09250533,45.36673658,70,8508.55
3,2.10209209,45.37126721,71,9682.33
3,2.10242709,45.3714816,72,9726.39
3,2.1025671,45.37158113,73,9745.42
3,2.1026596,45.37163692,74,9757.38
3,2.10279518,45.37166735,75,9772.75
3,2.10315326,45.37176599,76,9813.84
3,2.11529613,45.37745028,77,11298.0
3,2.11638039,45.37798502,78,11431.84
3,2.11667926,45.37817475,79,11471.05
3,2.11685351,45.37833142,80,11497.03
3,2.11695452,45.3783668,81,11508.87
3,2.11707069,45.37834153,82,11522.02
3,2.11714392,45.37820507,83,11539.23
3,2.11709594,45.37808124,84,11553.99
3,2.1169823,45.37802312,85,11568.12
3,2.11686361,45.37803828,86,11581.35
3,2.11638039,45.37798502,87,11635.11
3,2.11529613,45.37745028,88,11768.95
3,2.10315326,45.37176599,89,13253.11
3,2.10287392,45.37156291,90,13291.38
3,2.10276333,45.3714513,91,13308.81
3,2.1026847,45.37141508,92,13318.39
3,2.10251247,45.3714001,93,13337.51
3,2.10209209,45.37126721,94,13386.28
3,2.09250533,45.36673658,95,14560.07
3,2.08722702,45.36432516,96,15202.42
3,2.08681863,45.36406557,97,15256.02
3,2.08667798,45.36389284,98,15280.74
3,2.08655651,45.36385872,99,15294.7
3,2.0863434,45.36386086,100,15318.26
3,2.08606423,45.36377982,101,15350.42
3,2.08576801,45.36364974,102,15386.23
3,2.08306278,45.36237017,103,15717.51
3,2.07788499,45.35991185,104,16352.01
3,2.07015429,45.35626341,105,17298.3
3,2.06627412,45.35441092,106,17774.28
3,2.06556513,45.35407527,107,17861.11
3,2.06518111,45.35395999,108,17905.47
3,2.06483757,45.35396012,109,17943.46
3,2.06455814,45.35395999,110,17974.36
3,2.06333781,45.35428875,111,18114.17
3,2.06236495,45.35436133,112,18222.04
3,2.0578143,45.35371235,113,18730.39
3,2.05576191,45.3533665,114,18960.57
3,2.0548412,45.35309434,115,19066.78
3,2.05380691,45.35269761,116,19189.37
3,2.05341677,45.35251018,117,19237.29
3,2.05303369,45.35228825,118,19286.32
3,2.05222991,45.35181829,119,19389.43
3,2.05189989,45.35158241,120,19434.38
3,2.05159721,45.35146919,121,19470.14
3,2.05105575,45.35136747,122,19531.07
3,2.0508292,45.35135689,123,19556.15
3,2.05050084,45.35138838,124,19592.63
3,2.05014443,45.35147326,125,19633.15
3,2.04989131,45.35159784,126,19664.39
3,2.04961289,45.3517724,127,19700.79
3,2.04828302,45.35287107,128,19892.0
3,2.04634292,45.35447377,129,20170.95
3,2.04607329,45.35464459,130,20206.31
3,2.04591724,45.35475365,131,20227.4
3,2.04567946,45.35483544,132,20255.22
3,2.04540823,45.35488253,133,20285.67
3,2.04505899,45.35488997,134,20324.3
3,2.04478969,45.35491302,135,20354.18
3,2.04469134,45.35496499,136,20366.5
3,2.04354708,45.35603976,137,20540.58
3,2.0398252,45.35242,138,21116.38
3,2.03977666,45.35187059,139,21177.73
3,2.03939444,45.3514259,140,21242.8
3,2.03890145,45.34921186,141,21495.07
3,2.03897615,45.34915084,142,21505.76
3,2.03901121,45.34908372,143,21514.18
3,2.03900511,45.34900592,144,21522.86
3,2.04028882,45.34862307,145,21671.06
3,2.03845197,45.34254375,146,22377.22
3,2.0384221,45.34230072,147,22404.46
3,2.0384221,45.34222915,148,22412.42
3,2.03843075,45.34215994,149,22420.18
3,2.0383828,45.34208994,150,22429.6
3,2.03834195,45.34200667,151,22439.91
3,2.03822885,45.34137952,152,22510.79
3,2.03821909,45.34126755,153,22523.29
3,2.03803907,45.34103926,154,22555.56
3,2.03789025,45.34076238,155,22590.48
3,2.03688241,45.34091702,156,22703.24
3,2.03633925,45.33812395,157,23019.72
3,2.03634048,45.33809723,158,23022.7
4,2.05735534,45.38055766,1,0.0
4,2.05735863,45.38052394,2,3.77
4,2.05757567,45.38030593,3,37.89
4,2.05787904,45.37985347,4,98.38
4,2.05811499,45.37943474,5,151.77
4,2.05838094,45.3790481,6,203.88
4,2.05851988,45.37875235,7,240.19
4,2.05858976,45.37868901,8,250.65
4,2.05902179,45.37801402,9,339.64
4,2.05929884,45.37759447,10,395.47
4,2.05947067,45.37722509,11,440.75
4,2.05976663,45.37684338,12,494.36
4,2.05997677,45.37646939,13,542.01
4,2.06006049,45.37641996,14,552.78
4,2.06028056,45.37607334,15,598.38
4,2.06097909,45.3749072,16,749.36
4,2.06142584,45.37416185,17,845.88
4,2.06183849,45.37333776,18,948.29
4,2.06203893,45.37290629,19,1001.16
4,2.06224019,45.37250985,20,1050.56
4,2.06245585,45.37214577,21,1097.56
4,2.06289242,45.37135331,22,1198.07
4,2.06302192,45.37121974,23,1218.7
4,2.06340045,45.37071936,24,1288.35
4,2.06351799,45.37057184,25,1309.29
4,2.06352596,45.37045222,26,1322.62
4,2.06385668,45.36944149,27,1440.86
4,2.06397223,45.3691604,28,1474.64
4,2.06448225,45.36826729,29,1588.89
4,2.06492304,45.36727968,30,1709.08
4,2.06526086,45.36663636,31,1789.81
4,2.06572106,45.36558774,32,1917.09
4,2.06609508,45.36502807,33,1991.83
4,2.06616919,45.36455377,34,2045.23
4,2.06615368,45.36391822,35,2115.95
4,2.06609508,45.36329215,36,2185.9
4,2.06615195,45.36292824,37,2226.87
4,2.06615195,45.362416,38,2283.86
4,2.06608186,45.36143071,39,2393.74
4,2.06598132,45.36039205,40,2509.83
4,2.06578397,45.35899159,41,2667.14
4,2.06532722,45.35672101,42,2924.74
4,2.06501783,45.35469879,43,3152.29
4,2.064836,45.35383126,44,3250.88
4,2.06256947,45.34173329,45,4619.89
4,2.06187228,45.33820539,46,5019.86
4,2.0601168,45.33449296,47,5476.2
4,2.05743981,45.32674658,48,6387.39
4,2.05604927,45.32291706,49,6840.32
4,2.0549336,45.31969786,50,7219.1
4,2.05421386,45.31771157,51,7453.97
4,2.05389838,45.31681308,52,7559.83
4,2.05288074,45.3139185,53,7900.95
4,2.05234685,45.31243559,54,8076.16
4,2.05132517,45.30940825,55,8431.39
4,2.05121516,45.30933864,56,8445.81
4,2.05074274,45.30929331,57,8498.29
4,2.0491993,45.30933216,58,8669.02
4,2.04795274,45.30939692,59,8807.04
4,2.04293957,45.30978317,60,9363.04
4,2.04176482,45.30985502,61,9493.19
4,2.04001378,45.3100239,62,9687.72
4,2.03682161,45.31026482,63,10041.71
4,2.03461723,45.31043207,64,10286.17
4,2.0327055,45.31060506,65,10498.44
4,2.03182889,45.31066992,66,10595.64
4,2.03182999,45.31075232,67,10604.8
4,2.03174646,45.3108642,68,10620.3
4,2.0316588,45.31089211,69,10630.48
4,2.03154723,45.31088613,70,10642.84
4,2.03147153,45.31081038,71,10654.71
4,2.03142969,45.31071668,72,10666.12
4,2.03145161,45.31059907,73,10679.42
4,2.03143567,45.31051933,74,10688.47
4,2.03127032,45.3103459,75,10715.05
4,2.03035788,45.30981962,76,10831.7
4,2.02818613,45.30852655,77,11111.63
4,2.02689188,45.30775919,78,11278.27
4,2.02510952,45.30675412,79,11504.87
4,2.02100701,45.30432956,80,12032.64
4,2.01988837,45.30367958,81,12175.92
4,2.0198056,45.30361875,82,12187.3
4,2.01984065,45.303573,83,12193.7
4,2.02001896,45.3036645,84,12215.89
4,2.02102573,45.30425641,85,12345.23
4,2.02115524,45.30441929,86,12368.33
4,2.02510952,45.30675412,87,12876.91
4,2.02689188,45.30775919,88,13103.51
4,2.02818613,45.30852655,89,13270.15
4,2.03035788,45.30981962,90,13550.08
4,2.03127032,45.3103459,91,13666.73
